id_pesme,id_izvodjaca,zanr_pesme,id_slusaoca,trajanje_pesme,ocena_pesme,godina_izdavanja,jezik
461,93,3,1386,5,10,2019,6
415,205,4,1285,3,4,2016,1
230,179,3,1866,4,4,2022,2
416,90,5,2179,4,10,2020,3
295,135,2,900,3,8,2011,7
51,271,5,677,2,2,2014,6
118,268,1,2383,2,4,2002,5
359,37,9,652,4,1,2008,5
396,86,10,2597,2,5,2003,4
115,104,6,1659,1,4,2003,7
120,120,1,837,1,10,2019,3
47,272,10,895,2,3,2007,4
479,73,3,1881,3,8,2016,2
156,25,6,1361,4,2,2016,4
360,110,9,2990,2,4,2001,6
301,57,4,2114,5,9,2005,4
286,143,9,1816,3,7,2001,5
492,63,1,2811,2,3,2011,7
251,127,6,2924,6,3,2014,2
402,137,3,458,2,10,2004,4
280,3,4,1033,1,6,2001,6
37,291,6,631,3,5,2019,1
112,203,10,2434,1,2,2023,3
148,11,1,1778,4,6,2000,7
257,169,5,260,3,6,2002,3
344,174,8,505,5,2,2009,3
436,200,5,2755,2,4,2017,1
354,67,4,258,6,6,2019,5
200,32,9,229,2,2,2015,3
42,136,8,935,2,8,2023,6
48,34,1,1747,3,2,2011,4
340,95,9,2436,4,6,2004,3
104,215,10,2603,2,9,2001,2
284,8,5,175,6,6,2018,3
398,276,5,1749,3,4,2008,1
256,274,7,1211,3,10,2011,6
219,11,8,2246,4,8,2008,2
191,57,9,481,1,7,2003,5
386,260,7,812,4,8,2015,5
500,206,4,1969,1,3,2013,7
355,137,2,2775,2,7,2005,1
270,225,8,292,1,8,2009,4
108,151,7,611,1,9,2020,6
166,252,2,1209,3,6,2019,4
454,7,6,2361,4,9,2004,6
433,248,3,141,4,1,2017,7
348,266,2,828,6,5,2019,7
36,39,3,595,5,6,2016,4
349,166,4,676,2,2,2017,5
430,98,9,2540,5,3,2012,6
336,128,4,1358,6,3,2004,6
180,220,10,1265,3,10,2017,6
128,187,7,713,3,2,2018,2
469,41,5,129,1,5,2011,6
478,87,7,729,4,10,2010,3
12,237,5,2130,5,5,2012,4
143,130,7,1725,6,4,2019,4
376,113,3,2014,3,9,2001,6
97,6,4,2999,5,7,2001,1
351,229,1,843,4,5,2003,3
22,128,4,374,2,5,2010,6
161,136,10,402,6,5,2018,4
467,253,5,763,6,9,2006,2
333,122,5,96,5,4,2000,7
339,236,8,439,5,6,2004,1
273,298,3,484,6,10,2021,4
444,27,6,489,3,8,2019,4
49,291,10,246,4,4,2000,7
375,30,2,203,5,5,2001,2
372,165,4,1646,4,4,2020,4
484,46,4,4,3,2,2005,5
453,289,1,2429,4,3,2009,7
489,38,9,855,5,3,2017,1
218,229,7,2244,6,4,2009,5
415,156,6,1285,6,3,2010,2
29,262,4,2788,6,4,2012,3
412,86,10,565,4,4,2012,1
479,194,6,381,6,3,2017,6
411,136,9,1337,5,8,2014,1
459,169,6,967,6,1,2017,7
259,205,8,1233,5,3,2023,2
96,8,3,459,4,10,2008,3
227,182,3,1569,4,6,2023,2
366,201,6,394,5,9,2000,1
20,76,1,871,6,7,2007,3
220,295,3,2866,1,5,2008,6
421,194,8,2032,5,5,2003,7
54,10,7,101,5,10,2002,1
412,14,9,264,3,4,2008,6
298,293,5,1057,2,10,2014,5
460,266,2,2500,1,3,2001,3
370,28,8,879,6,9,2008,6
284,98,10,2415,2,5,2021,7
307,45,6,2859,4,1,2019,7
114,203,9,1099,2,6,2013,1
99,86,5,2190,4,1,2019,5
73,69,6,2249,1,9,2017,6
207,269,3,344,3,10,2023,3
397,18,2,2062,6,10,2007,1
218,90,7,311,4,6,2012,6
401,35,10,1590,2,6,2000,4
185,64,3,2951,4,1,2002,6
87,184,1,2004,3,1,2019,2
107,238,5,1139,4,10,2003,7
81,207,8,1646,3,2,2007,1
25,65,9,2803,3,7,2010,1
198,138,9,2956,4,10,2012,6
31,208,6,1926,3,8,2015,2
418,8,7,2201,2,5,2021,3
109,107,9,216,6,1,2001,6
176,189,2,2663,4,5,2021,1
432,98,1,1880,1,3,2000,5
423,271,9,1077,6,7,2020,3
114,12,4,1601,5,7,2017,6
31,103,2,31,1,7,2022,3
29,183,3,1431,2,6,2008,4
357,140,6,2783,2,5,2023,5
35,85,2,1074,1,6,2017,6
431,144,10,2596,4,2,2008,4
53,150,6,593,2,1,2012,3
87,276,5,2882,2,4,2022,6
244,271,6,2599,3,2,2013,4
192,96,10,193,6,1,2015,2
210,71,2,985,4,5,2020,1
2,286,9,2100,1,9,2002,6
481,79,4,448,4,1,2016,3
394,128,8,735,2,1,2010,7
20,289,3,934,2,5,2000,6
265,20,8,1029,6,5,2005,7
236,256,1,1521,1,7,2013,1
11,2,6,1768,2,7,2023,6
276,216,1,1107,3,5,2002,2
26,240,9,384,1,9,2001,3
430,189,6,2042,1,6,2023,1
92,112,3,2811,5,7,2011,3
136,234,1,2846,6,2,2021,5
156,46,9,2922,3,1,2019,2
446,179,3,1323,5,1,2013,6
366,96,2,691,6,2,2017,3
444,232,1,275,4,5,2001,2
344,294,2,1408,5,10,2007,5
353,189,4,638,4,6,2004,6
238,109,5,1746,5,5,2022,2
194,210,5,1727,3,10,2020,5
98,213,9,2910,6,5,2018,4
26,96,7,1195,4,3,2013,5
74,172,7,1963,3,8,2017,1
374,96,1,2661,5,7,2013,3
309,164,4,556,1,5,2009,3
170,198,5,2955,3,2,2020,3
473,77,1,934,4,10,2007,2
427,104,6,1493,4,5,2012,5
147,160,7,245,4,2,2002,6
484,202,6,2644,4,10,2003,3
406,71,2,2400,4,1,2020,3
193,38,7,977,4,8,2023,5
60,14,8,1583,4,10,2015,4
199,259,6,220,5,1,2023,1
205,101,2,2267,4,4,2019,6
76,102,5,2236,3,10,2004,7
4,158,8,1249,4,2,2018,3
475,268,6,2325,6,1,2015,3
318,6,3,364,6,5,2019,1
486,166,5,2564,2,4,2002,4
314,129,8,1404,5,8,2002,2
340,177,1,1721,6,10,2018,2
379,164,10,2865,4,8,2007,4
148,112,1,371,3,5,2014,4
303,13,4,2131,4,10,2012,3
159,92,8,1227,2,8,2020,7
17,164,9,800,4,4,2012,3
176,98,3,2011,3,10,2003,2
490,47,10,2327,2,6,2013,3
305,47,8,935,4,8,2010,1
276,5,10,1369,2,2,2018,1
312,209,10,1806,5,6,2009,6
394,32,8,2492,6,6,2003,5
123,241,1,1718,3,10,2010,1
334,79,10,341,3,3,2018,7
382,140,5,1214,2,9,2002,7
53,97,1,1665,2,8,2006,5
46,92,1,1565,5,2,2018,7
177,242,4,328,4,6,2001,5
11,143,2,1381,4,3,2018,5
44,104,3,1557,4,7,2017,1
115,166,9,1311,2,4,2001,4
438,155,10,2810,4,2,2013,4
24,157,2,689,3,6,2003,1
328,140,7,1069,5,1,2006,3
338,36,6,2645,4,6,2011,2
409,201,4,376,6,5,2012,5
414,155,5,2877,2,1,2006,7
5,83,9,1371,3,4,2020,5
386,270,5,284,4,1,2012,2
306,106,2,969,4,1,2000,4
477,115,3,182,1,4,2014,6
174,162,8,2200,3,8,2015,7
156,214,3,2109,4,5,2022,4
295,228,3,2780,1,8,2010,6
391,76,3,1548,4,2,2021,4
419,259,1,2384,1,2,2007,3
210,216,9,646,5,9,2004,1
299,229,5,2309,5,6,2015,7
461,225,9,1575,3,3,2022,3
306,206,10,1906,4,10,2018,7
354,233,5,2920,4,10,2019,5
1,109,10,986,6,7,2004,5
38,21,9,2038,5,3,2013,3
272,271,7,1509,3,1,2006,5
364,167,10,972,3,3,2011,7
481,248,6,428,1,6,2001,7
476,84,8,186,6,10,2008,5
444,254,8,2870,6,10,2019,4
297,122,8,2742,5,5,2003,2
317,60,7,2946,5,4,2010,2
404,121,10,2815,4,8,2003,3
166,27,7,1924,3,1,2021,7
118,265,5,1139,2,6,2004,3
106,120,2,1438,4,6,2000,4
28,269,4,2785,5,9,2014,7
53,139,9,1087,1,3,2003,5
224,109,10,2675,1,9,2010,3
329,246,10,2396,4,1,2009,7
147,23,7,1357,2,7,2011,2
206,243,6,2946,4,3,2010,6
343,191,9,1168,1,7,2001,7
285,204,5,1802,5,2,2017,5
25,31,10,2059,1,1,2019,6
148,147,3,1641,4,1,2008,3
492,290,6,1764,3,9,2017,6
11,76,3,284,4,3,2000,2
387,215,9,2426,1,9,2017,3
460,201,4,1460,2,2,2011,6
334,68,9,2704,6,7,2020,4
468,98,2,2508,5,2,2015,1
47,282,8,2415,5,9,2023,4
165,61,3,1392,2,4,2012,3
261,272,2,2909,2,9,2023,5
298,33,4,1120,1,3,2004,7
128,179,2,381,4,4,2013,4
141,8,1,2324,6,7,2021,1
137,132,3,1660,3,4,2013,7
318,26,4,2073,2,10,2008,5
96,186,3,2649,5,8,2013,3
249,274,8,1170,2,3,2006,7
491,208,4,2747,3,8,2018,1
173,275,7,2731,3,6,2007,1
183,81,4,2931,4,10,2003,2
122,297,3,2590,2,3,2013,4
380,181,6,1338,3,1,2009,1
21,95,10,2404,6,3,2023,1
143,63,8,490,2,3,2016,6
80,22,7,1261,3,8,2012,1
228,221,7,155,4,6,2003,1
163,211,8,96,3,5,2017,7
124,55,10,811,6,5,2002,1
274,232,3,263,5,8,2012,7
374,67,8,2120,6,4,2001,3
311,36,8,2121,6,6,2019,2
341,146,6,2861,5,6,2019,7
310,154,2,2410,6,10,2021,6
121,11,3,2986,2,7,2009,1
338,254,9,316,6,5,2019,4
428,3,1,1552,4,1,2003,3
88,281,1,1791,5,8,2011,5
31,68,7,735,4,7,2006,5
23,288,7,2420,4,9,2012,5
285,133,2,1509,5,5,2011,5
375,195,4,2605,1,6,2012,1
143,138,10,1432,2,2,2008,4
127,248,9,1590,1,6,2001,1
418,79,6,1003,3,5,2016,3
452,141,6,2345,5,7,2019,5
307,99,4,621,5,5,2014,1
429,170,3,1496,1,10,2003,6
138,31,7,2960,3,10,2003,7
51,98,10,1479,6,9,2005,7
250,132,8,252,6,6,2017,7
338,137,1,2012,4,3,2011,1
10,44,6,1459,2,1,2022,5
475,64,1,684,1,6,2023,7
244,243,1,1651,5,6,2020,5
83,129,7,2137,4,3,2012,2
289,274,10,224,2,7,2017,4
18,29,4,456,6,5,2004,1
188,112,8,2870,4,4,2017,3
357,70,8,2679,1,4,2007,5
257,39,9,2127,6,2,2007,3
158,53,10,1460,4,8,2012,5
52,148,9,1518,3,1,2016,7
330,38,10,2644,3,6,2002,6
255,300,8,855,3,6,2012,7
310,36,5,1388,5,6,2005,6
66,142,2,2815,2,5,2023,6
267,252,5,573,4,5,2007,6
139,264,9,812,5,5,2009,2
224,48,5,192,6,1,2000,2
469,170,7,948,6,9,2011,2
165,234,7,1483,1,4,2020,2
189,79,1,2116,1,3,2020,6
200,90,8,1361,2,6,2018,1
162,281,9,1161,2,1,2007,7
202,101,9,2744,6,10,2011,7
68,96,10,2646,2,8,2019,1
357,18,8,1625,5,3,2005,2
237,133,4,2311,1,5,2008,6
350,85,8,798,2,6,2003,2
108,193,9,313,3,2,2013,3
497,230,5,1604,2,9,2001,3
444,281,10,2866,5,6,2007,6
299,189,2,2111,6,10,2019,3
439,118,10,1977,4,8,2014,7
295,292,9,2661,2,10,2013,1
83,109,1,26,6,9,2003,1
210,135,10,2982,2,1,2008,7
104,59,5,2748,5,7,2023,4
273,2,8,1301,6,5,2020,5
477,89,9,2314,2,6,2018,2
197,290,4,1143,4,3,2015,4
217,246,2,251,3,10,2010,2
423,12,2,1615,6,2,2000,7
276,45,5,769,6,7,2014,7
138,183,2,525,6,5,2008,3
490,108,10,117,3,3,2019,3
167,193,9,808,2,9,2021,1
330,217,7,2928,4,2,2016,2
9,194,4,2281,4,2,2005,7
440,245,7,805,2,8,2004,5
49,104,7,1643,2,4,2009,6
321,246,10,99,5,1,2023,3
106,116,7,2789,2,2,2017,4
2,88,7,579,2,5,2023,2
286,10,3,1622,6,5,2009,4
148,182,9,2530,1,4,2004,6
367,290,4,2312,4,6,2019,3
432,5,3,2430,3,5,2009,7
276,157,4,2623,4,10,2010,2
35,258,7,296,2,5,2006,6
62,165,1,2724,4,1,2010,2
119,163,3,644,4,5,2001,5
257,182,1,1328,3,5,2004,2
256,89,5,2882,4,3,2013,4
135,114,4,1346,1,9,2019,6
298,239,9,2678,2,1,2016,4
371,18,6,2022,6,4,2001,3
199,68,6,1683,3,5,2014,6
434,57,8,1740,1,7,2000,2
304,96,4,1910,2,10,2021,7
261,141,7,798,6,1,2021,1
123,285,1,10,5,9,2019,4
24,152,6,1767,3,7,2016,4
178,165,6,2054,3,8,2009,2
124,22,7,1147,1,10,2022,5
236,274,5,1532,1,3,2012,5
295,155,4,1654,2,6,2016,4
280,232,4,1664,3,3,2015,4
272,183,10,1861,1,8,2022,6
399,287,2,1781,1,7,2011,7
224,70,8,2833,6,10,2011,1
284,128,2,977,5,2,2004,3
280,5,4,2772,1,8,2022,1
400,225,3,2692,3,10,2017,1
407,271,5,94,3,5,2017,6
144,122,7,2312,5,5,2015,4
289,57,4,1411,5,6,2009,7
469,148,9,497,5,6,2008,2
14,271,4,1831,5,9,2001,4
480,293,5,2132,3,9,2018,7
435,15,4,181,2,1,2015,5
2,246,4,2093,5,8,2019,5
249,284,6,2189,2,9,2018,2
14,45,5,1744,4,6,2002,2
209,23,1,2164,4,2,2009,2
53,147,6,1806,4,6,2009,2
333,295,2,2344,6,3,2015,2
473,106,4,1656,4,8,2007,2
239,139,9,2567,2,1,2006,2
427,14,6,2102,6,9,2000,6
461,252,6,1905,4,5,2012,2
394,224,10,1935,6,6,2010,6
444,237,7,791,2,2,2015,6
379,51,9,1735,3,2,2008,2
101,71,10,1347,2,2,2023,2
274,51,1,1540,4,6,2003,7
158,266,1,1367,3,10,2015,6
363,268,4,1553,4,2,2004,3
192,140,10,1501,2,2,2018,6
72,95,10,2792,5,6,2020,7
169,282,6,2108,5,5,2022,4
225,51,1,2426,1,2,2005,2
230,290,6,2777,5,10,2011,7
303,43,10,2522,5,6,2001,3
225,204,7,990,3,6,2001,7
485,114,1,230,1,7,2012,5
351,34,3,2911,1,6,2023,2
99,130,7,2213,5,4,2016,3
93,126,1,797,6,6,2019,5
232,44,10,2056,3,4,2015,7
68,205,2,2132,4,2,2016,2
496,34,7,1241,2,8,2002,7
130,121,3,1771,5,9,2022,3
407,93,6,2359,5,6,2005,7
342,57,4,1825,3,8,2022,5
362,13,5,1598,4,1,2001,2
471,172,6,371,2,5,2006,4
179,254,4,2900,3,2,2001,7
46,141,9,2990,2,7,2023,6
380,201,2,1477,2,6,2017,7
471,28,2,2418,6,2,2022,5
334,148,7,559,4,1,2016,7
235,179,10,1834,6,5,2022,7
11,181,6,2321,6,8,2017,6
297,175,8,2840,6,8,2021,3
418,180,10,2071,2,7,2006,1
393,140,10,432,4,7,2018,1
491,233,5,2571,6,8,2017,4
394,12,4,740,3,4,2007,6
491,181,9,1773,6,3,2007,4
130,279,8,1148,2,9,2017,3
482,223,3,1840,2,6,2005,5
397,238,9,626,5,3,2009,5
23,68,5,1838,1,7,2005,6
313,247,3,275,5,10,2007,5
481,23,10,632,3,9,2021,5
349,74,6,422,4,1,2002,6
43,219,9,1390,2,9,2014,5
408,124,2,1499,3,5,2020,3
22,13,3,2298,3,6,2017,5
286,18,1,563,4,10,2006,4
208,165,6,1542,3,4,2009,7
400,215,8,2109,2,7,2018,2
363,292,1,41,2,4,2011,7
433,20,4,1703,4,5,2010,3
474,224,2,1778,2,9,2014,3
332,142,4,2989,4,4,2002,5
305,65,6,2320,1,7,2018,2
260,225,1,1643,3,7,2006,1
42,82,8,2846,5,5,2004,6
258,284,7,76,5,6,2015,3
371,86,2,718,1,5,2016,2
239,265,6,1634,5,2,2021,6
432,224,5,2081,6,6,2008,7
126,47,8,1468,1,8,2013,5
184,80,5,1390,2,7,2018,3
261,17,6,1335,6,6,2018,4
469,174,6,101,6,4,2017,4
312,145,8,2654,4,1,2010,3
246,261,7,956,6,6,2001,4
48,120,10,360,6,1,2006,6
95,75,1,916,5,5,2015,6
491,101,5,2579,3,8,2014,2
136,135,4,1437,2,8,2018,5
220,73,5,1328,6,2,2008,5
410,170,4,629,5,9,2012,4
378,98,10,2546,5,3,2023,3
245,126,5,2846,2,2,2011,7
130,8,4,1757,3,5,2005,3
393,24,5,322,6,8,2018,4
235,193,3,1050,4,4,2020,1
473,157,8,2002,2,9,2011,7
248,31,3,2676,5,1,2012,2
368,190,6,1188,1,10,2023,7
201,215,4,2920,2,8,2004,6
244,256,5,1065,1,2,2017,2
479,246,7,1824,2,6,2020,1
287,81,6,1903,1,7,2005,6
372,234,7,1661,3,3,2019,4
341,101,2,146,4,4,2021,1
136,9,5,2278,6,9,2014,6
440,271,1,2155,1,4,2021,4
143,220,1,453,4,7,2000,7
362,39,4,2392,2,7,2005,1
283,126,8,1810,5,7,2021,5
191,156,10,67,6,8,2010,1
420,162,3,2935,1,3,2003,1
338,174,10,990,2,9,2015,7
191,186,7,999,6,7,2007,1
39,260,4,2558,1,3,2012,4
63,121,4,513,2,5,2005,4
467,141,9,937,4,3,2013,7
208,227,4,2133,2,6,2022,6
96,244,4,2117,6,9,2016,6
73,56,8,29,6,9,2020,7
308,188,7,876,3,7,2010,4
132,242,7,1942,1,6,2008,3
480,126,2,1380,3,1,2022,2
118,196,10,2522,3,7,2019,2
147,35,3,2504,6,9,2023,4
311,44,3,2950,5,2,2015,6
25,185,3,1572,6,4,2004,5
350,269,3,1176,3,6,2018,4
22,95,10,2893,3,1,2009,4
188,75,1,2831,4,1,2016,3
374,143,10,783,3,10,2022,6
142,212,1,1823,2,1,2006,7
339,16,10,2424,1,1,2014,4
422,124,7,2212,6,9,2006,4
492,137,2,1171,4,2,2002,1
445,84,5,1429,5,5,2019,3
355,135,1,888,4,6,2007,6
243,105,1,1126,2,10,2023,6
414,135,6,1227,1,5,2000,4
416,17,9,2160,5,4,2019,7
386,283,2,1076,1,10,2015,4
253,271,2,2039,6,10,2012,7
137,157,9,520,4,9,2010,2
355,192,8,2339,6,5,2021,1
162,82,9,2794,5,1,2000,5
261,294,10,1170,5,6,2014,5
13,205,1,316,1,7,2017,6
6,12,7,1219,6,6,2002,1
250,255,1,2014,2,7,2003,3
23,286,7,1558,1,7,2023,3
409,159,10,2777,1,3,2004,6
124,240,7,417,6,3,2006,6
132,79,7,1072,5,10,2002,1
453,283,4,1822,1,2,2006,4
256,46,1,2199,4,2,2022,2
413,264,10,1270,4,3,2019,5
366,249,5,421,2,8,2004,3
486,166,3,2449,6,7,2010,1
118,254,2,868,2,5,2012,1
245,64,2,1679,3,6,2008,7
44,74,5,713,4,6,2018,3
375,113,6,1120,6,7,2012,5
82,179,5,2512,4,3,2014,7
254,129,5,928,1,7,2013,7
478,204,10,2110,6,7,2012,6
379,63,10,262,3,9,2019,7
316,284,8,1023,4,10,2008,6
214,180,10,1035,6,4,2023,2
271,20,6,1808,3,6,2005,3
104,25,7,280,5,2,2013,6
63,47,8,2963,5,2,2009,2
142,131,5,1484,2,8,2000,3
351,227,3,2939,4,1,2012,1
495,190,3,1906,4,1,2014,2
364,65,5,1853,6,1,2019,3
384,96,4,2890,6,9,2023,7
190,70,3,2894,1,9,2002,1
106,272,10,115,1,1,2013,3
132,231,10,76,6,6,2002,5
233,247,2,2244,5,2,2012,4
475,14,8,113,4,7,2005,3
418,59,10,613,2,4,2004,7
4,164,3,1523,6,4,2013,7
211,182,2,2595,2,9,2000,2
168,252,9,300,4,2,2005,1
405,281,6,1619,4,4,2003,4
464,217,6,1788,2,6,2019,6
142,97,3,1086,4,10,2001,2
21,292,7,1901,2,2,2001,5
225,74,8,1290,5,3,2014,7
307,26,7,1149,3,6,2015,4
426,153,8,579,6,7,2012,6
269,136,8,339,4,2,2012,2
39,73,2,642,2,3,2010,7
41,293,9,1682,2,1,2017,4
490,65,9,2798,2,6,2006,6
273,182,6,2102,2,4,2008,6
294,57,6,963,5,5,2005,2
418,289,8,2493,6,10,2009,7
449,149,8,278,6,8,2012,4
262,187,7,46,5,10,2020,6
222,29,1,935,4,2,2004,3
292,239,9,1535,6,9,2004,4
54,82,3,2441,6,10,2013,1
132,49,2,2912,5,6,2023,3
10,275,2,2235,5,5,2009,2
484,237,8,209,4,5,2005,1
166,188,10,944,3,9,2010,3
63,12,2,2640,2,10,2017,6
57,262,10,2176,3,5,2016,4
431,223,5,2719,6,1,2022,4
417,233,1,1428,6,9,2007,5
188,259,8,8,6,3,2007,3
223,221,9,2493,4,6,2001,1
338,209,4,33,2,2,2011,2
428,34,8,376,4,1,2017,5
437,148,6,2308,6,9,2016,2
312,135,3,2179,6,3,2023,4
385,249,10,2554,1,1,2001,7
400,179,3,936,1,8,2020,3
199,109,1,898,6,9,2020,5
17,197,1,2989,5,1,2010,2
447,58,5,253,1,9,2012,4
305,230,8,1674,2,3,2001,5
256,222,2,1640,6,4,2018,4
238,234,5,1056,2,4,2011,7
441,67,3,1761,2,2,2017,5
168,231,1,1514,4,5,2008,2
213,8,5,2758,4,9,2004,7
230,183,7,2472,1,2,2006,2
70,223,3,2501,3,4,2020,6
452,274,7,2007,1,5,2023,3
342,77,10,646,6,10,2003,5
415,163,6,514,4,2,2021,6
445,122,3,1447,4,2,2015,4
487,49,1,799,4,7,2006,5
13,40,9,2008,1,9,2023,2
311,116,10,2509,6,1,2011,2
23,274,10,256,2,3,2018,1
456,42,9,849,4,4,2016,2
393,250,5,271,3,2,2000,1
350,68,3,2811,5,10,2003,5
32,27,2,2108,3,9,2019,7
430,89,2,1803,4,3,2016,1
402,141,2,2711,2,2,2021,3
19,17,4,1435,1,1,2001,4
134,69,4,369,3,2,2011,3
418,229,2,2689,5,3,2005,3
500,68,10,1512,4,1,2019,4
136,144,2,102,6,10,2020,5
292,14,1,358,4,6,2018,5
486,44,5,2776,5,4,2009,6
280,7,3,329,1,1,2019,3
399,251,2,410,1,4,2010,2
10,200,4,2674,3,8,2009,7
352,186,4,71,1,10,2010,6
387,124,10,2050,6,7,2012,5
112,65,6,1522,4,8,2013,6
444,228,5,1239,3,1,2022,7
495,108,10,1785,3,7,2012,4
311,44,1,1850,4,7,2014,1
11,128,6,978,4,4,2004,4
383,36,3,867,6,2,2006,4
483,188,4,2688,1,3,2002,6
261,285,2,262,6,6,2010,7
318,181,7,1018,6,2,2011,1
339,122,6,2390,5,10,2011,3
430,38,2,1040,5,7,2001,3
409,77,2,2495,4,2,2021,1
147,275,10,664,1,7,2022,5
426,190,7,1415,3,6,2013,6
35,3,6,1202,4,1,2021,6
338,300,4,2620,1,10,2006,1
54,264,10,1652,6,8,2023,5
480,99,1,544,1,1,2002,2
356,217,8,443,5,4,2016,1
346,155,6,2300,3,5,2022,1
110,139,9,2324,6,3,2012,5
347,136,5,421,1,9,2017,2
268,9,8,1608,6,8,2002,1
391,111,8,654,6,6,2018,7
326,135,7,1136,6,3,2007,4
255,97,1,524,4,8,2014,7
43,186,5,2608,3,6,2015,6
151,179,8,1440,2,2,2015,1
107,235,5,2980,3,6,2003,1
456,216,2,2006,4,6,2009,5
323,261,7,2903,2,1,2004,4
40,184,4,192,6,6,2020,4
330,8,6,2101,2,3,2017,3
108,43,9,2467,3,4,2020,5
327,100,3,2153,2,10,2011,3
430,225,7,826,1,9,2002,3
417,225,4,1208,5,5,2004,6
364,56,9,1324,2,3,2000,6
36,70,10,1243,4,7,2021,7
426,247,1,1835,5,7,2001,4
371,133,5,195,4,3,2006,7
130,21,9,785,4,5,2013,5
357,207,6,70,5,8,2013,7
263,123,8,2157,4,10,2012,3
282,83,8,2752,5,10,2022,6
274,116,9,2436,1,3,2014,3
309,88,4,2966,6,5,2011,1
373,50,10,2604,6,8,2021,7
83,224,1,1673,1,9,2015,5
430,290,4,544,4,7,2008,7
83,76,2,488,5,10,2002,3
221,197,2,1965,5,8,2018,2
250,40,7,2027,2,5,2015,3
209,113,5,152,3,8,2001,7
27,28,2,1708,2,8,2011,1
455,218,6,1521,1,7,2014,5
483,75,10,4,5,5,2000,5
241,20,1,929,6,1,2015,5
225,212,1,1066,3,5,2002,5
379,206,9,698,3,6,2009,2
390,51,2,472,4,9,2005,6
230,119,4,2941,4,3,2023,7
57,231,4,473,6,5,2008,3
460,147,3,1820,6,3,2003,6
68,135,2,1431,3,8,2022,5
27,10,2,661,6,8,2017,7
139,257,7,749,6,4,2023,5
363,170,10,2266,5,10,2007,5
82,200,5,1552,6,5,2015,3
119,242,3,233,1,4,2010,6
153,132,3,566,3,9,2007,6
37,220,10,279,5,6,2006,1
364,5,6,2558,2,1,2002,6
185,170,3,2746,6,2,2019,3
103,26,9,1133,2,10,2017,2
130,112,2,722,4,9,2006,7
193,221,7,1739,6,8,2006,5
92,217,9,874,2,1,2019,1
203,194,2,819,4,6,2014,4
338,100,7,1260,5,4,2019,6
13,186,5,2716,1,10,2017,6
304,42,3,1981,2,8,2021,5
9,178,3,1484,5,4,2015,6
279,154,10,1684,4,7,2013,2
339,99,8,2780,6,10,2002,5
445,285,5,2228,6,4,2010,4
321,57,6,321,3,1,2010,1
229,142,5,1182,1,8,2000,3
283,33,8,589,4,7,2005,2
462,291,6,383,4,8,2002,4
145,290,8,1758,1,1,2022,3
399,257,10,346,2,3,2002,3
117,233,3,2148,3,9,2019,6
243,197,8,2496,1,7,2011,4
181,60,1,1558,4,8,2005,7
259,59,6,2514,2,7,2018,6
11,138,4,1474,3,4,2021,1
489,133,4,1032,4,3,2006,7
362,174,3,647,6,1,2023,7
500,52,4,918,4,1,2023,5
448,104,1,1606,3,2,2004,3
16,179,4,2027,4,8,2016,6
5,170,10,95,2,7,2018,3
141,284,3,1742,3,4,2018,2
77,50,6,2287,2,5,2010,4
325,277,5,836,5,1,2017,7
82,51,7,2631,1,4,2019,5
458,299,10,345,6,4,2003,3
11,100,4,103,1,10,2015,4
355,287,8,893,6,7,2023,4
117,192,8,26,4,7,2007,4
494,267,9,2611,5,10,2011,5
63,108,10,1059,2,5,2015,3
186,162,10,965,3,1,2010,3
310,90,6,269,4,10,2001,4
14,106,9,2229,5,9,2009,3
308,1,5,183,4,10,2017,1
113,282,2,264,6,1,2018,2
144,275,4,2886,1,9,2021,7
93,263,1,2322,5,10,2003,1
306,182,7,2014,6,8,2008,7
137,217,10,1110,5,6,2021,7
29,53,3,576,3,9,2005,1
300,127,8,2432,3,3,2012,4
382,18,2,623,5,9,2022,1
432,276,10,63,3,2,2008,4
400,150,8,87,3,6,2012,4
215,108,5,675,3,8,2019,6
47,120,4,497,1,9,2013,4
69,163,8,2557,2,7,2014,6
431,185,1,196,3,3,2017,6
438,148,6,1121,1,10,2020,5
123,48,5,63,4,9,2017,2
457,188,7,1674,6,7,2005,4
101,145,8,1303,1,2,2021,6
58,234,5,1708,2,3,2009,6
3,158,6,696,5,1,2003,5
213,241,5,123,4,1,2007,3
216,152,3,2119,3,4,2008,5
323,244,1,2239,1,10,2005,4
154,261,2,653,5,3,2008,5
106,111,4,1203,4,8,2011,1
332,40,8,2986,5,10,2022,6
115,43,2,2734,2,10,2006,3
203,136,10,2068,1,1,2006,6
267,19,6,1326,5,10,2006,4
60,116,3,2352,6,6,2003,6
149,165,6,390,4,9,2011,4
117,64,9,2913,4,8,2013,3
195,226,6,376,3,10,2016,2
314,259,2,739,2,1,2010,2
314,52,5,945,4,8,2020,6
69,83,7,2219,5,2,2001,6
81,82,1,174,6,10,2013,7
344,36,10,2805,2,9,2013,1
180,105,7,1044,3,5,2020,2
394,207,1,1911,1,10,2010,4
435,299,8,1048,4,8,2003,5
254,26,3,73,4,1,2006,1
336,256,6,1583,1,7,2010,4
102,169,7,2476,1,2,2013,2
301,250,5,426,3,4,2015,1
215,264,10,2633,4,9,2006,1
205,5,3,19,2,6,2020,5
479,131,5,2779,4,4,2019,3
491,296,2,723,3,10,2001,7
376,93,8,1228,6,9,2002,4
266,221,7,471,4,3,2009,5
